serial,title,category,region,system,mapping_files
SLPS 03349,Slotter Mania 2 - Chounetsu 30 Phi! Hana Hana & KingBary & Hai Hai Siosai (Japan),Games,NTSC-J,PSX,
SLPS 03441,"Pachi-Slot Teiou - Golgo 13, Las Vegas (Japan)",Games,NTSC-J,PSX,
SCES-01701,"Monde des Bleus, Le - Le Jeu Officiel de l'Equipe de France (France)",Games,PAL,PSX,
SCPS 45097,"Metal Slug - Super Vehicle-001 (Japan, Asia)",Games,NTSC-J,PSX,
SLPM 86315,"Metal Slug - Super Vehicle-001 (Japan, Asia)",Games,NTSC-J,PSX,
SLPS 00950,"Metal Slug - Super Vehicle-001 (Japan, Asia)",Games,NTSC-J,PSX,
SLPS 91516,"Metal Slug - Super Vehicle-001 (Japan, Asia)",Games,NTSC-J,PSX,
SCPS 10082,Global Force - Shin Sentou Kokka (Japan),Games,NTSC-J,PSX,
SLPM 87224,Biohazard 3 - Last Escape (Japan) (Rev 1),Games,NTSC-J,PSX,
SLPM 86735,Bounty Hunter Sara - Holy Mountain no Teiou (Japan),Games,NTSC-J,PSX,
SLPS 02620,Strider Hiryuu 1 & 2 (Japan) (Disc 1) (Strider Hiryuu),Games,NTSC-J,PSX,
SLPS 02621,Strider Hiryuu 1 & 2 (Japan) (Disc 2) (Strider Hiryuu 2),Games,NTSC-J,PSX,
SLPM 86155,Ganbare Goemon - Kuru nara Koi! Ayashige Ikka no Kuroi Kage (Japan),Games,NTSC-J,PSX,
SLPM 86572,Ganbare Goemon - Kuru nara Koi! Ayashige Ikka no Kuroi Kage (Japan),Games,NTSC-J,PSX,
SLPS 02886,Tetris with Cardcaptor Sakura - Eternal Heart (Japan),Games,NTSC-J,PSX,
SLPS 02460,Koudelka (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 02461,Koudelka (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 02462,Koudelka (Japan) (Disc 3),Games,NTSC-J,PSX,
SLPS 02463,Koudelka (Japan) (Disc 4),Games,NTSC-J,PSX,
SCPS 10123,XI [sai] Jumbo (Japan),Games,NTSC-J,PSX,
SCPS 91231,XI [sai] Jumbo (Japan),Games,NTSC-J,PSX,
SCPS 10126,Addie no Okurimono - To Moze from Addie (Japan),Games,NTSC-J,PSX,
SIPS 60019,Street Games '97 (Japan),Games,NTSC-J,PSX,
SLPS 00330,"Taiyou no Shippo - Wild, Pure, Simple Life (Japan)",Games,NTSC-J,PSX,
SLPS 91034,"Taiyou no Shippo - Wild, Pure, Simple Life (Japan)",Games,NTSC-J,PSX,
SLPS 91411,"Taiyou no Shippo - Wild, Pure, Simple Life (Japan)",Games,NTSC-J,PSX,
SLPS 02851,Denkou Sekka Micro Runner - Maniac Hakase no Hisaku (Japan),Games,NTSC-J,PSX,
SLPS 91429,Denkou Sekka Micro Runner - Maniac Hakase no Hisaku (Japan),Games,NTSC-J,PSX,
SLPS 00931,My Home Dream (Japan),Games,NTSC-J,PSX,
SLPS 91085,My Home Dream (Japan),Games,NTSC-J,PSX,
SLPS 91520,My Home Dream (Japan),Games,NTSC-J,PSX,
SLPS 91125,Tsuridou - Umizuri-hen (Japan) (PlayStation the Best),Games,NTSC-J,PSX,
SLPS 01103,Gakkou o Tsukurou!! Let's Make a School!! (Japan),Games,NTSC-J,PSX,
SLPS 91120,Gakkou o Tsukurou!! Let's Make a School!! (Japan),Games,NTSC-J,PSX,
SLPM 86992,Nobunaga no Yabou - Haouden (Japan),Games,NTSC-J,PSX,
SLPS 00106,Nobunaga no Yabou - Haouden (Japan),Games,NTSC-J,PSX,
SLPS 91022,Nobunaga no Yabou - Haouden (Japan),Games,NTSC-J,PSX,
SLPS 91019,"A Ressha de Ikou 4 - Evolution Global (Japan) (En,Ja,Fr,De) (PlayStation the Best)",Games,NTSC-J,PSX,
SLPS 91010,Sidewinder USA (Japan),Games,NTSC-J,PSX,
SLPS 91006,Battle Arena Toushinden 2 Plus (Japan),Games,NTSC-J,PSX,
SLES-01457,NBA Live 99 (Spain),Games,PAL,PSX,
SLES-02399,Grandia (Germany) (Disc 1),Games,PAL,PSX,
SLES-02399#,Grandia (Germany) (Disc 1),Games,PAL,PSX,
SLES-12399,Grandia (Germany) (Disc 2),Games,PAL,PSX,
SLPS 00125,"A Ressha de Ikou 4 - Evolution Global (Japan) (En,Ja,Fr,De)",Games,NTSC-J,PSX,
SLPS 01429,Combination Pro Soccer - J.League no Kantoku ni Natte Sekai o Mezase! (Japan),Games,NTSC-J,PSX,
SLPM 86043,Hard Blow (Japan),Games,NTSC-J,PSX,
SLPM 86046,Jikkyou American Baseball (Japan),Games,NTSC-J,PSX,
SLPM 86179,Nanatsu no Hikan (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 00410,Nanatsu no Hikan (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPM 86180,Nanatsu no Hikan (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 00411,Nanatsu no Hikan (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPM 86181,Nanatsu no Hikan (Japan) (Disc 3),Games,NTSC-J,PSX,
SLPS 00412,Nanatsu no Hikan (Japan) (Disc 3),Games,NTSC-J,PSX,
SLPM 86490,Kinniku Banzuke - Road to Sasuke (Japan),Games,NTSC-J,PSX,
SLPM 86737,Kinniku Banzuke - Road to Sasuke (Japan),Games,NTSC-J,PSX,
SLPM 86144,Ishin no Arashi - Bakumatsu Shishiden (Japan),Games,NTSC-J,PSX,
SLPM 86594,Ishin no Arashi - Bakumatsu Shishiden (Japan),Games,NTSC-J,PSX,
SLPM 86625,Bounty Sword - Double Edge (Japan) (Major Wave),Games,NTSC-J,PSX,
SLPM 86378,Densha de Go! Professional Shiyou (Japan),Games,NTSC-J,PSX,
SLPM 86705,Densha de Go! Professional Shiyou (Japan),Games,NTSC-J,PSX,
SLPM 86728,Sangokushi VII (Japan),Games,NTSC-J,PSX,
SLPM 86178,Teitoku no Ketsudan II (Japan),Games,NTSC-J,PSX,
SLPM 86786,Teitoku no Ketsudan II (Japan),Games,NTSC-J,PSX,
SLPS 00448,Teitoku no Ketsudan II (Japan),Games,NTSC-J,PSX,
SLPM 86993,Mahjong Taikai II Special (Japan) (Rev 1),Games,NTSC-J,PSX,
SLPM 87015,Mini-Moni. Dice de Pyon! (Japan),Games,NTSC-J,PSX,
SLPM 87296,Tennis no Oujisama - Sweat & Tears (Japan) (Rev 1),Games,NTSC-J,PSX,
SLPS 01970,World Stadium 3 (Japan),Games,NTSC-J,PSX,
SLPS 02660,World Stadium 4 (Japan),Games,NTSC-J,PSX,
SLPS 00094,Thunder Storm & Road Blaster (Japan) (Disc 1) (Thunder Storm),Games,NTSC-J,PSX,
SLPS 00095,Thunder Storm & Road Blaster (Japan) (Disc 2) (Road Blaster),Games,NTSC-J,PSX,
SCUS 94183,"PaRappa the Rapper (USA) (En,Fr,De,Es,It)",Games,NTSC-U,PSX,
SLPS 02724,Hamster Monogatari (Japan),Games,NTSC-J,PSX,
SLPS 00147,Floating Runner - 7-tsu no Suishou no Monogatari (Japan),Games,NTSC-J,PSX,
SLES-03664,"Harry Potter and the Philosopher's Stone (Scandinavia) (Sv,No,Fi)",Games,PAL,PSX,
SLUS-00637,N2O - Nitrous Oxide (USA),Games,NTSC-U,PSX,
SLES-02299,"NBA Basketball 2000 (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-00876,"Three Lions (UK) (En,Fr,De,Es,It)",Games,PAL,PSX,
SCUS-94236,Tomba! (USA),Games,NTSC-U,PSX,
SLES-00964,Dragon Ball - Final Bout (France),Games,PAL,PSX,
SLPS 02075,GaiaMaster - Kamigami no Board Game (Japan),Games,NTSC-J,PSX,
SLPS 02335,Oz no Mahoutsukai - Another World - Rung Rung (Japan),Games,NTSC-J,PSX,
SLPS 02863,Super Tokusatsu Taisen 2001 (Japan),Games,NTSC-J,PSX,
SLPM 86456,Metal Slug X - Super Vehicle-001 (Japan),Games,NTSC-J,PSX,
SLPS 03449,Metal Slug X - Super Vehicle-001 (Japan),Games,NTSC-J,PSX,
SLPS 00721,Nibiiro no Koubou - 32-nin no Senshachou (Japan),Games,NTSC-J,PSX,
SLPS 02321,Nibiiro no Koubou - 32-nin no Senshachou (Japan),Games,NTSC-J,PSX,
SLPM 86223,Culdcept - Expansion (Japan),Games,NTSC-J,PSX,
SLES-01016,LMA Manager (Europe),Games,PAL,PSX,
SLPS 01637,Strikers 1945 II (Japan),Games,NTSC-J,PSX,
SLPM 86631,SuperLite 1500 Series - Strikers 1945 II (Japan),Games,NTSC-J,PSX,
SLPS 00739,Saber Marionette J - Battle Sabers (Japan),Games,NTSC-J,PSX,
SLES-00436,Madden NFL 97 (Europe),Games,PAL,PSX,
SLES-01427,Madden NFL 99 (Europe),Games,PAL,PSX,
SLES-02192,Madden NFL 2000 (Europe),Games,PAL,PSX,
SCES-02569,"Rescue Shot (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SCES-00004,Rapid Reload (Europe),Games,PAL,PSX,
SLPM 86316,Jikkyou Kyousouba Ikusei Simulation Game - Breeding Stud '99 (Japan),Games,NTSC-J,PSX,
SLES-00770,OverBlood (Germany),Games,PAL,PSX,
SLES-00174,"Buggy (Europe) (En,Fr,De,Es,It,Pt)",Games,PAL,PSX,
SLES-03495,Necronomicon - Das Mysterium der Daemmerung (Germany) (Disc 1),Games,PAL,PSX,
SLES-13495,Necronomicon - Das Mysterium der Daemmerung (Germany) (Disc 2),Games,PAL,PSX,
SLPS 02748,Virtual Kyoutei 2000 (Japan),Games,NTSC-J,PSX,
SLPS 03199,Virtual Kyoutei 21 (Japan),Games,NTSC-J,PSX,
SCED-01190,MIP Club Demo 02 (Germany),Demos,PAL,PSX,
SLED-01732,"Rollcage (Europe) (En,Fr,De,Es,It) (Demo)",Demos,PAL,PSX,
SLED-01270,Command & Conquer - Alarmstufe Rot & Bloody Roar (Germany) (Demo),Demos,PAL,PSX,
SCED-00676,Euro Demo 11 (Germany),Demos,PAL,PSX,
SLPM 86053,Tokimeki Memorial - Forever with You (Japan) (PlayStation the Best),Games,NTSC-J,PSX,
SLPS 91154,Tamamayu Monogatari (Japan) (PlayStation the Best),Games,NTSC-J,PSX,
SCED-00622,Euro Demo Three (Germany),Demos,PAL,PSX,
SCED-01306,Autorennen Spezial '98 (Germany),Demos,PAL,PSX,
SLED-01305,Crime Killer (Germany) (Demo),Demos,PAL,PSX,
SCED-00362,Euro Demo 10 (Europe),Coverdiscs,PAL,PSX,
SCED-00361,Euro Demo 09 (Europe),Coverdiscs,PAL,PSX,
SCES-00186,Euro Demo 08 (Europe),Coverdiscs,PAL,PSX,
SLED-01263,Forsaken (Europe) (Demo),Demos,PAL,PSX,
SCED-00890,Euro Demo 08b (Germany),Demos,PAL,PSX,
SCED-01114,Euro Demo 21 (France),Demos,PAL,PSX,
SCED-01116,Euro Demo 23 (France),Demos,PAL,PSX,
SCED-01849,Euro Demo 29 (France),Demos,PAL,PSX,
SCED-01857,Euro Demo 37 (France),Demos,PAL,PSX,
SCED-01713,M-6 PlayStation Demo (France),Demos,PAL,PSX,
SLES-00298,"Formula 1 (Europe) (En,Fr,De,Es,It) (Rev 1)",Games,PAL,PSX,
SLES-03779,"Westlife - Fan-O-Mania (Europe) (Fr,De)",Games,PAL,PSX,
SLES-01722,Bloody Roar 2 - Bringer of the New Age (Europe),Games,PAL,PSX,
SLES-03508,Future Racer (Europe),Games,PAL,PSX,
SLES-02996 #2,Driver 2 - Back on the Streets (Italy) (Disc 1) (Rev 1),Games,PAL,PSX,
SLES-02996#,Driver 2 - Back on the Streets (Italy) (Disc 1) (Rev 1),Games,PAL,PSX,
SLES-02996-P,Driver 2 - Back on the Streets (Italy) (Disc 1) (Rev 1),Games,PAL,PSX,
SLPS 03001,Smash Court 3 (Japan),Games,NTSC-J,PSX,
SLPS 00815,Gundam 0079 - The War for Earth (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 00816,Gundam 0079 - The War for Earth (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 00654,3D Shooting Tkool (Japan),Games,NTSC-J,PSX,
SIPS 60004,ESPN Street Games (Japan),Games,NTSC-J,PSX,
SLES-00809,"N2O (Europe) (En,Fr,De,Es,It,Pt)",Games,PAL,PSX,
SLES-03810,"US Racer (Europe) (En,Fr,De,Nl)",Games,PAL,PSX,
SLES-03208,Gubble (Europe),Games,PAL,PSX,
SLPS 02485,Gunpey (Japan),Games,NTSC-J,PSX,
SLPS 01869,Psychometrer Eiji (Japan),Games,NTSC-J,PSX,
SLPS 01776,Super Hero Sakusen (Japan),Games,NTSC-J,PSX,
SLUS-01070B,Vanguard Bandits (USA),Games,NTSC-U,PSX,
SLUS-90083,Lunar 2 - Eternal Blue Complete (USA) (Demo),Demos,NTSC-U,PSX,
SLES-01029,"Actua Soccer 2 (Germany) (En,De)",Games,PAL,PSX,
SLPS 02791,Macross Plus - Game Edition (Japan),Games,NTSC-J,PSX,
SLPS 02005,Chou Jikuu Yousai Macross - Ai Oboete Imasu ka (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 02006,Chou Jikuu Yousai Macross - Ai Oboete Imasu ka (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 02007,Macross VF-X2 & Patlabor - The Game (Japan) (Demo),Demos,NTSC-J,PSX,
SLPS 01018,Psychic Force - Puzzle Taisen (Japan) (Disc 1) (Game Disc),Games,NTSC-J,PSX,
SLPS 01019,Psychic Force - Puzzle Taisen (Japan) (Disc 2) (Premium CD-ROM),Bonus Discs,NTSC-J,PSX,
SLED-02541,Resident Evil 3 - Nemesis (Europe) (Demo),Demos,PAL,PSX,
SLPM 86379,Valkyrie Profile (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPM 86371,Valkyrie Profile (Japan) (Disc 1) (Deluxe Pack),Games,NTSC-J,PSX,
SLPM 86372,Valkyrie Profile (Japan) (Disc 2) (Deluxe Pack),Games,NTSC-J,PSX,
SLUS-01384,Castlevania Chronicles (USA),Games,NTSC-U,PSX,
SLPM 86252,Dance Dance Revolution 2nd Remix (Japan),Games,NTSC-J,PSX,
SLPS 00086,Kaitei Daisensou - In the Hunt (Japan),Games,NTSC-J,PSX,
SLPS 02367,Aerodive (Japan),Games,NTSC-J,PSX,
SLES-03511,Rageball (Europe),Games,PAL,PSX,
SLES-00251,Darkstalkers - The Night Warriors (Europe),Games,PAL,PSX,
SLPS 03244,Inagawa Junji - Mayonaka no Taxi (Japan),Games,NTSC-J,PSX,
SLPS 91225,Sound Novel Evolution 1 - Otogirisou - Sosei-hen (Japan) (Rev 1),Games,NTSC-J,PSX,
SLES-00116,"FIFA Soccer 96 (Europe) (En,Fr,De,Es,It,Sv)",Games,PAL,PSX,
SLPS 00965,Iru! (Japan),Games,NTSC-J,PSX,
SCPS 45299,"Gunbarl (Japan, Asia)",Games,NTSC-J,PSX,
SLPS 01500,"Gunbarl (Japan, Asia)",Games,NTSC-J,PSX,
SLES-03316,"Army Men - Sarge's Heroes 2 (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-03772,"RTL Skispringen 2002 (Germany) (En,De)",Games,PAL,PSX,
SLES-00933,"Newman Haas Racing (Europe) (En,Fr,De,It)",Games,PAL,PSX,
SLPM 86503,Dance Dance Revolution 3rd Mix (Japan),Games,NTSC-J,PSX,
SLPS 00502,Kensei - The King of Boxing (Japan),Games,NTSC-J,PSX,
SLPS 00629,LifeScape 2 - Body Bionics - Kyoui no Shouuchuu Jintai (Japan),Educational,NTSC-J,PSX,
SLPM 86689,Wizardry Empire - Inishie no Oujo (Japan),Games,NTSC-J,PSX,
SLPM 86909,Wizardry Empire - Inishie no Oujo (Japan),Games,NTSC-J,PSX,
SLPM 87139,Wizardry Empire II - Oujo no Isan (Japan),Games,NTSC-J,PSX,
SLPM 87297,Wizardry Empire II - Oujo no Isan (Japan),Games,NTSC-J,PSX,
SLPM 87033,Jikkyou Powerful Pro Yakyuu 2002 - Haru (Japan),Games,NTSC-J,PSX,
SLPM 86578,Jikkyou Powerful Pro Yakyuu 2000 - Kaimakuban (Japan),Games,NTSC-J,PSX,
SLPM 86807,Jikkyou Powerful Pro Yakyuu 2001 (Japan),Games,NTSC-J,PSX,
SLPS 00917,Clock Tower - The First Fear (Japan),Games,NTSC-J,PSX,
SLPM 86791,Konohana - TrueReport (Japan),Games,NTSC-J,PSX,
SLPM-87075,Konohana - TrueReport (Japan),Games,NTSC-J,PSX,
SLES-04048,Paradise Casino (Europe),Games,PAL,PSX,
SCES-00393,Epidemic (Europe),Games,PAL,PSX,
SLES-00349,Blam! Machinehead (Europe),Games,PAL,PSX,
SLPS 00507,Gallop Racer (Japan),Games,NTSC-J,PSX,
SLPS 00737,Magical Hoppers (Japan),Games,NTSC-J,PSX,
SLPS 01513,Bio Hazard - Director's Cut - Dual Shock Ver. Complete Disc (Japan),Bonus Discs,NTSC-J,PSX,
SCUS-94376,Bust A Groove (USA) (Demo),Demos,NTSC-U,PSX,
SLES-02530,Resident Evil 3 - Nemesis (France),Games,PAL,PSX,
SLPS 01221,Namco Anthology 2 (Japan),Games,NTSC-J,PSX,
SLPM 86649,Pop'n Music 4 - Append Disc (Japan),Games,NTSC-J,PSX,
SLPM 86183,Pop'n Music (Japan),Games,NTSC-J,PSX,
SLPM 86294,Pop'n Music 2 (Japan),Games,NTSC-J,PSX,
SLPM 86512,Pop'n Music 2 (Japan),Games,NTSC-J,PSX,
SLPM 86415,Pop'n Music 3 - Append Disc (Japan),Games,NTSC-J,PSX,
SLPM 87089,Pop'n Music 6 (Japan),Games,NTSC-J,PSX,
SLPM 86937,Pop'n Music 5 (Japan),Games,NTSC-J,PSX,
SLPS 00418,"Open Golf, The - History of Turnberry (Japan)",Games,NTSC-J,PSX,
SLPS 00524,King of Parlor (Japan),Games,NTSC-J,PSX,
SLPS 01423,King of Parlor 2 (Japan),Games,NTSC-J,PSX,
SLPS 01631,Simple 1500 Series Vol. 1 - The Mahjong (Japan) (Culture Publishers),Games,NTSC-J,PSX,
SLUS-80421,Resident Evil 2 (USA) (Demo),Demos,NTSC-U,PSX,
SLUS-90009,Resident Evil 2 (USA) (Demo),Demos,NTSC-U,PSX,
SLPS 00905,Ridegear Guybrave (Japan),Games,NTSC-J,PSX,
SLPS 02033,NBA Live 99 (Japan),Games,NTSC-J,PSX,
SCPS 10105,Brightis (Japan),Games,NTSC-J,PSX,
SLPM 86407,R-C Stunt Copter (Japan),Games,NTSC-J,PSX,
SLES-02838,Surf Riders (Europe),Games,PAL,PSX,
SLES-03629,"Powerpuff Girls, The - Chemical X-Traction (Europe) (En,Fr,De,Es)",Games,PAL,PSX,
SLES-01364,"Eliminator (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SCUS-94403,Philosoma (USA),Games,NTSC-U,PSX,
SLPM 86663,Gensou Suiko Gaiden Vol. 2 - Crystal Valley no Kettou (Japan),Games,NTSC-J,PSX,
SLPM 87262,Gensou Suiko Gaiden Vol. 2 - Crystal Valley no Kettou (Japan),Games,NTSC-J,PSX,
SLES-00840,Oddworld - Abe's Oddysee (Italy),Games,PAL,PSX,
SLES-02754,Vagrant Story (Europe),Games,PAL,PSX,
SLES-02469,"Vandal Hearts II (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-01504,Oddworld - Abe's Exoddus (Italy) (Disc 1),Games,PAL,PSX,
SLES-01504 - P,Oddworld - Abe's Exoddus (Italy) (Disc 1),Games,PAL,PSX,
SLES-11504,Oddworld - Abe's Exoddus (Italy) (Disc 2),Games,PAL,PSX,
SLES-11504 - P,Oddworld - Abe's Exoddus (Italy) (Disc 2),Games,PAL,PSX,
SLES-03198,Danger Girl (Europe),Games,PAL,PSX,
SLPS 01428,JGTC - All Japan Grand Touring Car Championship (Japan),Games,NTSC-J,PSX,
SLES-03973,"Harry Potter and the Chamber of Secrets (Europe) (Es,It,Pt)",Games,PAL,PSX,
SLPS 01121,Egg (Japan),Games,NTSC-J,PSX,
SCES-00893,Disneys Hercules Action-Spiel (Germany),Games,PAL,PSX,
SLPS 02158,Finger Flashing (Japan),Games,NTSC-J,PSX,
SLPS 02595,Kakuge Yarou - Fighting Game Creator (Japan),Games,NTSC-J,PSX,
SLPS 03147,Super Robot Taisen Alpha Gaiden (Japan) (Shokai Genteiban),Games,NTSC-J,PSX,
SLES-00596,Gex 3D - Enter the Gecko (Europe),Games,PAL,PSX,
SLPS 00240,"Oracle no Houseki - Jewels of the Oracle (Japan) (En,Ja,Fr,De)",Games,NTSC-J,PSX,
SLPM 87406,Tobal 2 (Japan) (Rev 1),Games,NTSC-J,PSX,
SLPS 00006,Nekketsu Oyako (Japan),Games,NTSC-J,PSX,
SLPS 00270,Galaxian^3 (Japan),Games,NTSC-J,PSX,
SLPS 00970,Kosodate Quiz My Angel (Japan) (Rev 1),Games,NTSC-J,PSX,
SLPM 86015,Lightning Legend - Daigo no Daibouken (Japan),Games,NTSC-J,PSX,
SLPM 86246,Burger Burger 2 (Japan),Games,NTSC-J,PSX,
SLPM 86804,Burger Burger 2 (Japan),Games,NTSC-J,PSX,
SLPS 01687,Simple 1500 Series Vol. 9 - The Chess (Japan) (Culture Publishers),Games,NTSC-J,PSX,
SLPS 02445,Simple 1500 Series Vol. 9 - The Chess (Japan),Games,NTSC-J,PSX,
SLPS 00635,Time Crisis (Japan) (Time Crisis + GunCon),Games,NTSC-J,PSX,
SLPS 00283,Rockman X3 (Japan),Games,NTSC-J,PSX,
SLPS 91192,Rockman X3 (Japan),Games,NTSC-J,PSX,
SLPS 01141,Rockman Dash - Hagane no Boukenshin (Japan),Games,NTSC-J,PSX,
SLPS 91135,Rockman Dash - Hagane no Boukenshin (Japan),Games,NTSC-J,PSX,
SCPS 45129,"Bloody Roar - Hyper Beast Duel (Japan, Asia) (En,Ja)",Games,NTSC-J,PSX,
SLPS 01070,"Bloody Roar - Hyper Beast Duel (Japan, Asia) (En,Ja)",Games,NTSC-J,PSX,
SLPS 91157,"Bloody Roar - Hyper Beast Duel (Japan, Asia) (En,Ja)",Games,NTSC-J,PSX,
SLPS 01011,Cyberbots - Fullmetal Madness (Japan),Games,NTSC-J,PSX,
SLPS 01634,Simple 1500 Series Vol. 4 - The Reversi (Japan) (Culture Publishers),Games,NTSC-J,PSX,
SLPS 02178,Simple 1500 Series Vol. 11 - The Pinball 3D (Japan) (Culture Publishers),Games,NTSC-J,PSX,
SLPS 01690,Meitantei Conan (Japan),Games,NTSC-J,PSX,
SLPS 91170,Meitantei Conan (Japan),Games,NTSC-J,PSX,
SLPS 02804,Meitantei Conan - 3-nin no Meisuiri (Japan),Games,NTSC-J,PSX,
SLPS 03456,Meitantei Conan - 3-nin no Meisuiri (Japan),Games,NTSC-J,PSX,
SLPS 03251,From TV Animation One Piece - Tobidase Kaizokudan! (Japan) (PocketStation Doukon),Games,NTSC-J,PSX,
SLPS 00731,Sangoku Musou (Japan),Games,NTSC-J,PSX,
SLPS 00131,Two-Ten Kaku (Japan),Games,NTSC-J,PSX,
SLES-00973,Resident Evil 2 (France) (Disc 1),Games,PAL,PSX,
SLES-10973,Resident Evil 2 (France) (Disc 2),Games,PAL,PSX,
SLPS 02452,Simple 1500 Series Vol. 16 - The Pachi-Slot (Japan),Games,NTSC-J,PSX,
SLPS 02450,Simple 1500 Series Vol. 14 - The Block Kuzushi (Japan),Games,NTSC-J,PSX,
SLPS 01512,Bio Hazard - Director's Cut - Dual Shock Ver. (Japan),Games,NTSC-J,PSX,
SLPS 03082,Pet Pet Pet (Japan),Games,NTSC-J,PSX,
SLPS 00633,Welcome House 2 - Keaton and His Uncle (Japan),Games,NTSC-J,PSX,
SLUS-00672,Devil Dice (USA),Games,NTSC-U,PSX,
SLPS 01263,Winning Post 3 (Japan),Games,NTSC-J,PSX,
SLPM 86128,Winning Post 3 - Program '98 (Japan),Games,NTSC-J,PSX,
SLPM 86214,Winning Post 3 - Program '98 (Japan),Games,NTSC-J,PSX,
SLPS 00293,Winning Post 2 (Japan),Games,NTSC-J,PSX,
SCED-01140,"Essential PlayStation 9 (Europe, Australia)",Demos,PAL,PSX,
SLPM 86302,Winning Post 4 (Japan),Games,NTSC-J,PSX,
SLPM 86445,Winning Post 4 - Program 2000 (Japan),Games,NTSC-J,PSX,
SLPS 00189,Winning Post EX (Japan),Games,NTSC-J,PSX,
SLES-11503,Oddworld - Abe's Exoddus (Germany) (Disc 2),Games,PAL,PSX,
SLES-00661,Wing Commander IV - The Price of Freedom (Germany) (Disc 1),Games,PAL,PSX,
SLES-10661,Wing Commander IV - The Price of Freedom (Germany) (Disc 2),Games,PAL,PSX,
SLES-20661,Wing Commander IV - The Price of Freedom (Germany) (Disc 3),Games,PAL,PSX,
SLES-30661,Wing Commander IV - The Price of Freedom (Germany) (Disc 4),Games,PAL,PSX,
SLUS-00331,Final Doom (USA),Games,NTSC-U,PSX,
SLPS 02303,Simple 1500 Series Vol. 17 - The Bike Race (Japan) (Culture Publishers),Games,NTSC-J,PSX,
SLPS 02453,Simple 1500 Series Vol. 17 - The Bike Race (Japan),Games,NTSC-J,PSX,
SLPS 01441,Bakusou Dekotora Densetsu - Otoko Ippiki Yume Kaidou (Japan),Games,NTSC-J,PSX,
SLPS 00632,Pebble Beach no Hatou Plus (Japan),Games,NTSC-J,PSX,
SLPS 01633,Simple 1500 Series Vol. 3 - The Gomoku Narabe (Japan) (Culture Publishers),Games,NTSC-J,PSX,
SLPS 02517,Yuukyuu Gensoukyoku 3 - Perpetual Blue (Japan),Games,NTSC-J,PSX,
SLES-02471,Medal of Honor (France),Games,PAL,PSX,
SLPS 01020,Winning Post 2 - Final '97 (Japan),Games,NTSC-J,PSX,
SLPS 02441,Simple 1500 Series Vol. 5 - The Igo (Japan),Games,NTSC-J,PSX,
SLPS 02434,Simple 1500 Series Vol. 20 - The Puzzle (Japan),Games,NTSC-J,PSX,
SLPS 01497,3x3 Eyes - Tenrin'ou Genmu (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 01498,3x3 Eyes - Tenrin'ou Genmu (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 01499,3x3 Eyes - Tenrin'ou Genmu (Japan) (Disc 3),Games,NTSC-J,PSX,
SLPS 01742,Yuukyuu Gensoukyoku Ensemble (Japan),Games,NTSC-J,PSX,
SLPS 02327,Yuukyuu Gensoukyoku Ensemble (Japan),Games,NTSC-J,PSX,
SLPS 01875,Yuukyuu Gensoukyoku Ensemble 2 (Japan),Games,NTSC-J,PSX,
SLPS 02328,Yuukyuu Gensoukyoku Ensemble 2 (Japan),Games,NTSC-J,PSX,
SLPS 00955,Yuukyuu Gensoukyoku (Japan) (Genteiban),Games,NTSC-J,PSX,
SLPS 02911,Yuukyuu Kumikyoku - All Star Project (Japan),Games,NTSC-J,PSX,
SLPS 02034,Fantastic Night Dreams - Cotton Original (Japan),Games,NTSC-J,PSX,
SLES-03217,"Mat Hoffman's Pro BMX (Europe, Australia)",Games,PAL,PSX,
SLUS-00173,D (USA) (Disc 2),Games,NTSC-U,PSX,
SLUS-00174,D (USA) (Disc 3),Games,NTSC-U,PSX,
SLUS-00128,D (USA) (Disc 1),Games,NTSC-U,PSX,
SLPS 02438,Simple 1500 Series Vol. 2 - The Shougi (Japan),Games,NTSC-J,PSX,
SLPS 01684,Simple 1500 Series Vol. 6 - The Hanafuda (Japan) (Culture Publishers),Games,NTSC-J,PSX,
SLPS 01686,Simple 1500 Series Vol. 8 - The Solitaire (Japan) (Culture Publishers),Games,NTSC-J,PSX,
SLPS 02433,Simple 1500 Series Vol. 18 - The Bowling (Japan),Games,NTSC-J,PSX,
SLPS 02471,Simple 1500 Series Vol. 21 - The Yakyuu (Japan),Games,NTSC-J,PSX,
